date,price,slug,question
2024-01-07 00:00:00+00:00,0.23,will-the-baltimore-ravens-win-super-bowl-lviii,Will the Baltimore Ravens win Super Bowl LVIII?
2024-01-08 00:00:00+00:00,0.23,will-the-baltimore-ravens-win-super-bowl-lviii,Will the Baltimore Ravens win Super Bowl LVIII?
2024-01-09 00:00:00+00:00,0.23,will-the-baltimore-ravens-win-super-bowl-lviii,Will the Baltimore Ravens win Super Bowl LVIII?
2024-01-10 00:00:00+00:00,0.235,will-the-baltimore-ravens-win-super-bowl-lviii,Will the Baltimore Ravens win Super Bowl LVIII?
2024-01-11 00:00:00+00:00,0.235,will-the-baltimore-ravens-win-super-bowl-lviii,Will the Baltimore Ravens win Super Bowl LVIII?
2024-01-12 00:00:00+00:00,0.235,will-the-baltimore-ravens-win-super-bowl-lviii,Will the Baltimore Ravens win Super Bowl LVIII?
2024-01-13 00:00:00+00:00,0.235,will-the-baltimore-ravens-win-super-bowl-lviii,Will the Baltimore Ravens win Super Bowl LVIII?
2024-01-14 00:00:00+00:00,0.235,will-the-baltimore-ravens-win-super-bowl-lviii,Will the Baltimore Ravens win Super Bowl LVIII?
2024-01-15 00:00:00+00:00,0.24,will-the-baltimore-ravens-win-super-bowl-lviii,Will the Baltimore Ravens win Super Bowl LVIII?
2024-01-16 00:00:00+00:00,0.245,will-the-baltimore-ravens-win-super-bowl-lviii,Will the Baltimore Ravens win Super Bowl LVIII?
2024-01-17 00:00:00+00:00,0.255,will-the-baltimore-ravens-win-super-bowl-lviii,Will the Baltimore Ravens win Super Bowl LVIII?
2024-01-18 00:00:00+00:00,0.245,will-the-baltimore-ravens-win-super-bowl-lviii,Will the Baltimore Ravens win Super Bowl LVIII?
2024-01-19 00:00:00+00:00,0.245,will-the-baltimore-ravens-win-super-bowl-lviii,Will the Baltimore Ravens win Super Bowl LVIII?
2024-01-20 00:00:00+00:00,0.245,will-the-baltimore-ravens-win-super-bowl-lviii,Will the Baltimore Ravens win Super Bowl LVIII?
2024-01-21 00:00:00+00:00,0.305,will-the-baltimore-ravens-win-super-bowl-lviii,Will the Baltimore Ravens win Super Bowl LVIII?
2024-01-22 00:00:00+00:00,0.315,will-the-baltimore-ravens-win-super-bowl-lviii,Will the Baltimore Ravens win Super Bowl LVIII?
2024-01-23 00:00:00+00:00,0.32,will-the-baltimore-ravens-win-super-bowl-lviii,Will the Baltimore Ravens win Super Bowl LVIII?
2024-01-24 00:00:00+00:00,0.32,will-the-baltimore-ravens-win-super-bowl-lviii,Will the Baltimore Ravens win Super Bowl LVIII?
2024-01-25 00:00:00+00:00,0.325,will-the-baltimore-ravens-win-super-bowl-lviii,Will the Baltimore Ravens win Super Bowl LVIII?
2024-01-26 00:00:00+00:00,0.325,will-the-baltimore-ravens-win-super-bowl-lviii,Will the Baltimore Ravens win Super Bowl LVIII?
2024-01-27 00:00:00+00:00,0.33,will-the-baltimore-ravens-win-super-bowl-lviii,Will the Baltimore Ravens win Super Bowl LVIII?
2024-01-28 00:00:00+00:00,0.345,will-the-baltimore-ravens-win-super-bowl-lviii,Will the Baltimore Ravens win Super Bowl LVIII?
2024-01-29 00:00:00+00:00,0.0005,will-the-baltimore-ravens-win-super-bowl-lviii,Will the Baltimore Ravens win Super Bowl LVIII?
